timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-08T12:17:48,run_ef6e91d4-ac36-477d-ad91-00a81935f881,4361f1b7-52ba-4c5a-b7e6-a8871c5e5715,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5405274999975518,2.9987974683201133e-05,5.5479091597258155e-05,270.0,1.1000655853743624,10.0,4.0398712499882094e-05,1.647223539999465e-07,1.4694377777737424e-06,4.2032872631655785e-05,0.0,India,IND,,,,Windows-11-10.0.26200-SP0,3.13.3,3.0.8,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,79.0011,21.9974,7.744953155517578,process,N,1.0,0.0
